"id","chr","start","end"
12245,chr19,1566554,1568834
12246,chr19,1577467,1578509
12247,chr19,1580399,1580630
12248,chr19,1584445,1585247
12249,chr19,1591427,1591628
12250,chr19,1591998,1593095
12251,chr19,1604918,1605681
12252,chr19,1614308,1614599
12253,chr19,1615202,1615812
12254,chr19,1619170,1619447
12255,chr19,1621666,1621901
12256,chr19,1625317,1625612
12257,chr19,1626495,1626758
12258,chr19,1630862,1631064
12259,chr19,1646117,1646713
12260,chr19,1671995,1672574
12261,chr19,1675921,1676137
12262,chr19,1698698,1698960
12263,chr19,1718830,1719154
12264,chr19,1725415,1726154
12265,chr19,1734221,1734627
12266,chr19,1748167,1750243
12267,chr19,1753216,1755606
12268,chr19,1757415,1758094
12269,chr19,1762372,1762848
12270,chr19,1766144,1766364
12271,chr19,1775063,1775534
12272,chr19,1776027,1776730
12273,chr19,1789459,1789880
12274,chr19,1795922,1797001
12275,chr19,1799934,1800248
12276,chr19,1811954,1812337
12277,chr19,1812465,1812733
12278,chr19,1815700,1816784
12279,chr19,1818465,1818781
12280,chr19,1822339,1822638
12281,chr19,1826829,1828546
12282,chr19,1847689,1847893
12283,chr19,1848058,1848776
12284,chr19,1851578,1852203
12285,chr19,1854468,1854863
12286,chr19,1856725,1857443
12287,chr19,1861711,1861914
12288,chr19,1862256,1862600
12289,chr19,1862962,1863257
12290,chr19,1863841,1864942
12291,chr19,1872631,1872848
12292,chr19,1875632,1877921
12293,chr19,1879910,1880158
12294,chr19,1884768,1885608
12295,chr19,1905106,1905835
12296,chr19,1908118,1908509
12297,chr19,1911923,1913406
12298,chr19,1918075,1918305
12299,chr19,1918817,1919256
12300,chr19,1920892,1921200
12301,chr19,1924512,1924775
12302,chr19,1940303,1941940
12303,chr19,1947721,1948042
12304,chr19,1953778,1954023
12305,chr19,1955331,1955572
12306,chr19,1957774,1958038
12307,chr19,1961001,1961325
12308,chr19,1969438,1970136
12309,chr19,1975219,1975570
12310,chr19,1978370,1979984
12311,chr19,1980824,1981088
12312,chr19,1985880,1986198
12313,chr19,1990657,1990897
12314,chr19,1993000,1993273
12315,chr19,1998800,1999332
12316,chr19,2038292,2038691
12317,chr19,2041823,2042593
12318,chr19,2046074,2046437
12319,chr19,2050630,2051566
12320,chr19,2061110,2062054
12321,chr19,2064853,2065265
12322,chr19,2076483,2076982
12323,chr19,2078162,2078511
12324,chr19,2095395,2095727
12325,chr19,2096043,2097491
12326,chr19,2115261,2115783
12327,chr19,2116571,2116808
12328,chr19,2120873,2121167
12329,chr19,2131292,2131881
12330,chr19,2135931,2136164
12331,chr19,2136822,2137090
12332,chr19,2150990,2151963
12333,chr19,2163632,2165603
12334,chr19,2190989,2191262
12335,chr19,2196912,2197162
12336,chr19,2199921,2200126
12337,chr19,2213860,2214142
12338,chr19,2216346,2216741
12339,chr19,2217742,2218096
12340,chr19,2226193,2228342
12341,chr19,2229737,2230594
12342,chr19,2235681,2237102
12343,chr19,2246820,2247035
12344,chr19,2250560,2253959
12345,chr19,2269115,2271364
12346,chr19,2272701,2273246
12347,chr19,2273693,2274047
12348,chr19,2275711,2276372
12349,chr19,2278605,2278848
12350,chr19,2289895,2291904
12351,chr19,2294886,2295101
12352,chr19,2302466,2302999
12353,chr19,2307566,2308092
12354,chr19,2321581,2321990
12355,chr19,2323912,2324127
12356,chr19,2328364,2329089
12357,chr19,2334495,2334771
12358,chr19,2339007,2340236
12359,chr19,2347135,2349732
12360,chr19,2349978,2350487
12361,chr19,2351518,2351767
12362,chr19,2352224,2352429
12363,chr19,2352981,2353558
12364,chr19,2354289,2354560
12365,chr19,2360241,2360753
12366,chr19,2424005,2427983
12367,chr19,2428349,2428731
12368,chr19,2430281,2430598
12369,chr19,2432847,2435203
12370,chr19,2444300,2444522
12371,chr19,2455863,2457078
12372,chr19,2462064,2462442
12373,chr19,2474610,2476828
12374,chr19,2477134,2477377
12375,chr19,2478865,2479244
12376,chr19,2488287,2488570
12377,chr19,2489064,2489641
12378,chr19,2494095,2495214
12379,chr19,2511392,2511782
12380,chr19,2513215,2513696
12381,chr19,2525140,2525460
12382,chr19,2540906,2541138
12383,chr19,2543638,2543878
12384,chr19,2546620,2546983
12385,chr19,2555751,2556146
12386,chr19,2578956,2579746
12387,chr19,2588375,2588590
12388,chr19,2607725,2607967
12389,chr19,2610947,2611464
12390,chr19,2613932,2614133
12391,chr19,2622522,2622859
12392,chr19,2643287,2643633
12393,chr19,2650659,2650911
12394,chr19,2702532,2702987
12395,chr19,2717060,2717800
12396,chr19,2720630,2721783
12397,chr19,2723168,2723390
12398,chr19,2731691,2731967
12399,chr19,2732656,2733539
12400,chr19,2739851,2740393
12401,chr19,2754545,2754938
12402,chr19,2755325,2755629
12403,chr19,2757566,2757856
12404,chr19,2761665,2761909
12405,chr19,2772811,2773930
12406,chr19,2774196,2774550
12407,chr19,2782894,2783619
12408,chr19,2785211,2785839
12409,chr19,2790376,2790717
12410,chr19,2799493,2799974
12411,chr19,2807224,2808386
12412,chr19,2810141,2810762
12413,chr19,2811638,2811868
12414,chr19,2819630,2820295
12415,chr19,2840864,2842213
12416,chr19,2858893,2859239
12417,chr19,2888929,2889212
12418,chr19,2900329,2901203
12419,chr19,2926773,2927116
12420,chr19,2944682,2945507
12421,chr19,2950359,2950962
12422,chr19,2977241,2977471
12423,chr19,3006273,3006721
12424,chr19,3028592,3029299
12425,chr19,3035638,3035872
12426,chr19,3036216,3036618
12427,chr19,3047224,3047444
12428,chr19,3061188,3061952
12429,chr19,3094671,3095055
12430,chr19,3097564,3097793
12431,chr19,3110096,3110438
12432,chr19,3112647,3113628
12433,chr19,3114752,3115094
12434,chr19,3120994,3121291
12435,chr19,3122333,3122716
12436,chr19,3162841,3163161
12437,chr19,3178741,3179986
12438,chr19,3185740,3186492
12439,chr19,3189821,3190043
12440,chr19,3190998,3191418
12441,chr19,3192416,3192705
12442,chr19,3196188,3196393
12443,chr19,3198817,3199120
12444,chr19,3201455,3201681
12445,chr19,3204526,3204916
12446,chr19,3207920,3208157
12447,chr19,3224743,3225007
12448,chr19,3228729,3228992
12449,chr19,3275608,3275970
12450,chr19,3285856,3286121
12451,chr19,3293267,3293548
12452,chr19,3358495,3361248
12453,chr19,3366743,3367457
12454,chr19,3369477,3369913
12455,chr19,3381525,3382275
12456,chr19,3387963,3388203
12457,chr19,3398628,3398935
12458,chr19,3434929,3435417
12459,chr19,3452458,3452738
12460,chr19,3453363,3453956
12461,chr19,3456182,3456581
12462,chr19,3463231,3464358
12463,chr19,3464764,3464992
12464,chr19,3481782,3482048
12465,chr19,3482627,3483429
12466,chr19,3491051,3492502
12467,chr19,3500416,3500840
12468,chr19,3505820,3506770
12469,chr19,3531568,3532102
12470,chr19,3532433,3532666
12471,chr19,3546144,3546382
12472,chr19,3547928,3548339
12473,chr19,3556962,3558293
12474,chr19,3572545,3574626
12475,chr19,3576628,3578314
12476,chr19,3585357,3585947
12477,chr19,3586742,3587104
12478,chr19,3595632,3595997
12479,chr19,3599914,3600566
12480,chr19,3606371,3607270
12481,chr19,3611794,3613658
12482,chr19,3623818,3624141
12483,chr19,3626498,3627274
12484,chr19,3637308,3637715
12485,chr19,3648526,3648766
12486,chr19,3649053,3650030
12487,chr19,3651790,3652134
12488,chr19,3653266,3653645
12489,chr19,3659641,3659949
12490,chr19,3671902,3672121
12491,chr19,3676299,3676583
12492,chr19,3687786,3688262
12493,chr19,3697837,3698378
12494,chr19,3699950,3700616
12495,chr19,3721464,3721788
12496,chr19,3730415,3730769
12497,chr19,3747832,3748087
12498,chr19,3751109,3751568
12499,chr19,3753744,3754257
12500,chr19,3761480,3761826
12501,chr19,3762655,3763109
12502,chr19,3767171,3767451
12503,chr19,3770566,3770942
12504,chr19,3785511,3786653
12505,chr19,3801392,3801819
12506,chr19,3805859,3806172
12507,chr19,3810778,3811195
12508,chr19,3820099,3820304
12509,chr19,3821059,3821446
12510,chr19,3821974,3822278
12511,chr19,3825120,3825516
12512,chr19,3831363,3831807
12513,chr19,3834515,3834903
12514,chr19,3838022,3838223
12515,chr19,3868586,3869217
12516,chr19,3870788,3871043
12517,chr19,3880718,3881278
12518,chr19,3907689,3908398
12519,chr19,3933473,3933816
12520,chr19,3937323,3937967
12521,chr19,3938286,3938547
12522,chr19,3942010,3942250
12523,chr19,3958492,3959812
12524,chr19,3960981,3961241
12525,chr19,3964645,3964989
12526,chr19,3970536,3970746
12527,chr19,3970847,3971478
12528,chr19,3977495,3978160
12529,chr19,3982824,3983190
12530,chr19,3984962,3985722
12531,chr19,4007161,4008167
12532,chr19,4032949,4033644
12533,chr19,4037344,4038887
12534,chr19,4044917,4045154
12535,chr19,4047754,4048428
12536,chr19,4053879,4055289
12537,chr19,4059917,4060131
12538,chr19,4064086,4067980
12539,chr19,4090200,4090688
12540,chr19,4101029,4101515
12541,chr19,4101771,4101973
12542,chr19,4102299,4103041
12543,chr19,4123521,4124346
12544,chr19,4173153,4173483
12545,chr19,4182259,4182803
12546,chr19,4198017,4198654
12547,chr19,4217518,4218068
12548,chr19,4246828,4247222
12549,chr19,4279042,4279809
12550,chr19,4304542,4305122
12551,chr19,4322974,4323201
12552,chr19,4326878,4327380
12553,chr19,4328658,4328865
12554,chr19,4343266,4344027
12555,chr19,4361470,4361842
12556,chr19,4371729,4371952
12557,chr19,4400117,4400782
12558,chr19,4402483,4403091
12559,chr19,4446011,4446629
12560,chr19,4457493,4458040
12561,chr19,4472119,4473123
12562,chr19,4483031,4483646
12563,chr19,4493567,4494183
12564,chr19,4523692,4524020
12565,chr19,4531621,4531849
12566,chr19,4535069,4535339
12567,chr19,4543407,4544578
12568,chr19,4552444,4552674
12569,chr19,4555936,4556143
12570,chr19,4558363,4558579
12571,chr19,4566457,4566678
12572,chr19,4580469,4581907
12573,chr19,4584182,4585172
12574,chr19,4607079,4607350
12575,chr19,4636207,4636567
12576,chr19,4639218,4639750
12577,chr19,4652103,4652500
12578,chr19,4669927,4670528
12579,chr19,4676416,4676718
12580,chr19,4682726,4683430
12581,chr19,4688708,4689000
12582,chr19,4723723,4723981
12583,chr19,4759818,4760070
12584,chr19,4785250,4785490
12585,chr19,4791194,4793217
12586,chr19,4831433,4831892
12587,chr19,4851962,4852248
12588,chr19,4891191,4891425
12589,chr19,4909262,4910256
12590,chr19,4916560,4916784
12591,chr19,4930738,4930951
12592,chr19,4932661,4933085
12593,chr19,4941521,4941981
12594,chr19,4944132,4944498
12595,chr19,4950670,4950940
12596,chr19,4954453,4954870
12597,chr19,4968557,4969417
12598,chr19,4986182,4986405
12599,chr19,5032461,5033099
12600,chr19,5036959,5037220
12601,chr19,5039856,5040062
12602,chr19,5043117,5043479
12603,chr19,5043658,5044441
12604,chr19,5047451,5047830
12605,chr19,5048425,5048815
12606,chr19,5060984,5061242
12607,chr19,5065639,5065919
12608,chr19,5074591,5074814
12609,chr19,5076031,5076905
12610,chr19,5093438,5093660
12611,chr19,5096559,5096857
12612,chr19,5110587,5110853
12613,chr19,5119220,5119445
12614,chr19,5133932,5134168
12615,chr19,5135285,5135545
12616,chr19,5141263,5141603
12617,chr19,5142142,5142392
12618,chr19,5144039,5144397
12619,chr19,5145816,5146296
12620,chr19,5147854,5148176
12621,chr19,5151332,5151730
12622,chr19,5210564,5210864
12623,chr19,5212147,5212484
12624,chr19,5222662,5223351
12625,chr19,5229565,5229840
12626,chr19,5231262,5231604
12627,chr19,5237294,5237669
12628,chr19,5238767,5239060
12629,chr19,5243869,5244393
12630,chr19,5245885,5246095
12631,chr19,5250458,5250668
12632,chr19,5290403,5290605
12633,chr19,5293010,5294211
12634,chr19,5335044,5335261
12635,chr19,5338788,5339130
12636,chr19,5339640,5341061
12637,chr19,5455481,5456262
12638,chr19,5478299,5478577
12639,chr19,5507247,5507523
12640,chr19,5536531,5536789
12641,chr19,5567518,5567939
12642,chr19,5587685,5587939
12643,chr19,5593709,5594194
12644,chr19,5622248,5623712
12645,chr19,5661535,5661863
12646,chr19,5680433,5681417
12647,chr19,5686805,5687962
12648,chr19,5690127,5692213
12649,chr19,5694382,5694848
12650,chr19,5699059,5699283
12651,chr19,5707315,5707524
12652,chr19,5711703,5711980
12653,chr19,5719624,5720796
12654,chr19,5785399,5785819
12655,chr19,5789198,5789735
12656,chr19,5790551,5791291
12657,chr19,5799289,5799542
12658,chr19,5802234,5802569
12659,chr19,5803734,5806023
12660,chr19,5822284,5822532
12661,chr19,5824103,5824334
12662,chr19,5827754,5828405
12663,chr19,5829048,5829474
12664,chr19,5831595,5832297
12665,chr19,5843864,5844373
12666,chr19,5866711,5867473
12667,chr19,5892110,5892472
12668,chr19,5903482,5905216
12669,chr19,5915007,5915301
12670,chr19,5977440,5978816
12671,chr19,5994822,5995067
12672,chr19,5997031,5997435
12673,chr19,6002691,6002938
12674,chr19,6007829,6008225
12675,chr19,6024734,6024988
12676,chr19,6039990,6040228
12677,chr19,6108821,6109073
12678,chr19,6110066,6110878
12679,chr19,6199292,6199551
12680,chr19,6211767,6213128
12681,chr19,6215147,6215566
12682,chr19,6230103,6230306
12683,chr19,6230458,6230666
12684,chr19,6271959,6272176
12685,chr19,6279483,6280231
12686,chr19,6361442,6362002
12687,chr19,6372722,6373218
12688,chr19,6373427,6373631
12689,chr19,6392876,6393882
12690,chr19,6414790,6415102
12691,chr19,6424430,6425169
12692,chr19,6425485,6425843
12693,chr19,6459235,6460651
12694,chr19,6463991,6464780
12695,chr19,6475222,6475998
12696,chr19,6476682,6477127
12697,chr19,6495192,6496225
12698,chr19,6502090,6502411
12699,chr19,6516426,6517006
12700,chr19,6530826,6531552
12701,chr19,6534759,6535079
12702,chr19,6590340,6591072
12703,chr19,6659886,6660094
12704,chr19,6707112,6707567
12705,chr19,6710625,6710828
12706,chr19,6737239,6737780
12707,chr19,6739883,6740158
12708,chr19,6740669,6741203
12709,chr19,6746023,6746292
12710,chr19,6752515,6753657
12711,chr19,6767945,6768160
12712,chr19,6822267,6822604
12713,chr19,7069396,7069921
12714,chr19,7098853,7099674
12715,chr19,7142907,7143109
12716,chr19,7197115,7197463
12717,chr19,7198117,7198561
12718,chr19,7267384,7267688
12719,chr19,7293340,7294450
12720,chr19,7294882,7295108
12721,chr19,7459779,7460376
12722,chr19,7504923,7505186
12723,chr19,7528611,7528817
12724,chr19,7531810,7532669
12725,chr19,7542104,7542355
12726,chr19,7553699,7554033
12727,chr19,7565704,7566313
12728,chr19,7580824,7581415
12729,chr19,7584325,7585281
12730,chr19,7587271,7587825
12731,chr19,7598413,7601008
12732,chr19,7614785,7615998
12733,chr19,7619492,7620636
12734,chr19,7621639,7622262
12735,chr19,7660572,7661594
12736,chr19,7676623,7678024
12737,chr19,7680088,7680596
12738,chr19,7682679,7682988
12739,chr19,7685152,7686182
12740,chr19,7688620,7688832
12741,chr19,7690709,7691105
12742,chr19,7694095,7694597
12743,chr19,7701661,7702336
12744,chr19,7712037,7712355
12745,chr19,7735081,7735456
12746,chr19,7745490,7747714
12747,chr19,7794793,7796410
12748,chr19,7852932,7854557
12749,chr19,7912629,7912895
12750,chr19,7913751,7913968
12751,chr19,7926590,7928752
12752,chr19,7933263,7934898
12753,chr19,7937049,7937615
12754,chr19,7938332,7939779
12755,chr19,7953280,7953708
12756,chr19,7964439,7964704
12757,chr19,7968325,7969421
12758,chr19,7977471,7977717
12759,chr19,7980970,7982983
12760,chr19,7983603,7983919
12761,chr19,7985065,7985390
12762,chr19,7985664,7985975
12763,chr19,7989497,7991199
12764,chr19,7991892,7992179
12765,chr19,7997534,7997789
12766,chr19,7998789,7999410
12767,chr19,8008049,8008964
12768,chr19,8028515,8028820
12769,chr19,8115250,8115524
12770,chr19,8201068,8201350
12771,chr19,8214335,8214699
12772,chr19,8273530,8273920
12773,chr19,8274241,8275045
12774,chr19,8372597,8373302
12775,chr19,8386082,8386972
12776,chr19,8397958,8400461
12777,chr19,8407674,8408338
12778,chr19,8428965,8429492
12779,chr19,8454831,8455845
12780,chr19,8464627,8465001
12781,chr19,8466976,8467180
12782,chr19,8468304,8468944
12783,chr19,8478005,8478226
12784,chr19,8495554,8495794
12785,chr19,8509635,8510765
12786,chr19,8550539,8551215
12787,chr19,8554998,8555251
12788,chr19,8555436,8555650
12789,chr19,8563441,8564225
12790,chr19,8570635,8571214
12791,chr19,8575818,8576825
12792,chr19,8578661,8579219
12793,chr19,8591294,8591842
12794,chr19,8595086,8595471
12795,chr19,8601185,8601432
12796,chr19,8620541,8620745
12797,chr19,8649787,8650524
12798,chr19,8654152,8654512
12799,chr19,8656788,8657917
12800,chr19,8661080,8661287
12801,chr19,8669958,8670209
12802,chr19,8674332,8674764
12803,chr19,8675333,8675699
12804,chr19,8807813,8808794
12805,chr19,8942708,8943089
12806,chr19,9204246,9204490
12807,chr19,9251139,9251438
12808,chr19,9270906,9271918
12809,chr19,9420323,9420581
12810,chr19,9434784,9435144
12811,chr19,9473589,9474001
12812,chr19,9517468,9517986
12813,chr19,9545783,9546302
12814,chr19,9608804,9609343
12815,chr19,9648934,9649410
12816,chr19,9694921,9695433
12817,chr19,9731734,9731994
12818,chr19,9785480,9785806
12819,chr19,9846357,9846614
12820,chr19,9879152,9879736
12821,chr19,9896563,9896994
12822,chr19,9902869,9903074
12823,chr19,9903581,9903990
12824,chr19,9929166,9930494
12825,chr19,9938325,9938815
12826,chr19,9945505,9946389
12827,chr19,9964944,9965433
12828,chr19,10023835,10025602
12829,chr19,10046824,10047067
12830,chr19,10047262,10047478
12831,chr19,10077031,10077444
12832,chr19,10120750,10121231
12833,chr19,10138391,10138616
12834,chr19,10172698,10172900
12835,chr19,10196696,10197857
12836,chr19,10206624,10207351
12837,chr19,10216812,10217340
12838,chr19,10220612,10221147
12839,chr19,10224442,10225138
12840,chr19,10226164,10226702
12841,chr19,10230162,10230682
12842,chr19,10252705,10252917
12843,chr19,10304966,10305864
12844,chr19,10334618,10335511
12845,chr19,10340776,10342254
12846,chr19,10362771,10363384
12847,chr19,10380287,10381965
12848,chr19,10397603,10398703
12849,chr19,10399844,10405375
12850,chr19,10405924,10406398
12851,chr19,10406934,10407342
12852,chr19,10420107,10420442
12853,chr19,10426381,10426723
12854,chr19,10434024,10434248
12855,chr19,10443688,10446022
12856,chr19,10463626,10464378
12857,chr19,10464666,10464927
12858,chr19,10491019,10491720
12859,chr19,10506260,10506993
12860,chr19,10513990,10515616
12861,chr19,10526982,10527755
12862,chr19,10529627,10532004
12863,chr19,10535139,10535507
12864,chr19,10542662,10543120
12865,chr19,10589681,10590041
12866,chr19,10602280,10602878
12867,chr19,10613046,10614280
12868,chr19,10624475,10625776
12869,chr19,10627980,10628417
12870,chr19,10654228,10655042
12871,chr19,10668267,10668582
12872,chr19,10676267,10677064
12873,chr19,10679134,10680036
12874,chr19,10691835,10692057
12875,chr19,10697786,10698099
12876,chr19,10713015,10713555
12877,chr19,10735999,10736396
12878,chr19,10747141,10747488
12879,chr19,10764244,10765807
12880,chr19,10812017,10812455
12881,chr19,10823618,10823878
12882,chr19,10828657,10829340
12883,chr19,10946516,10947416
12884,chr19,10981486,10983266
12885,chr19,11031933,11032195
12886,chr19,11038956,11040285
12887,chr19,11071116,11072340
12888,chr19,11098395,11098609
12889,chr19,11143975,11144249
12890,chr19,11145589,11145790
12891,chr19,11151870,11152157
12892,chr19,11170550,11170837
12893,chr19,11200919,11201686
12894,chr19,11215904,11216307
12895,chr19,11266230,11266726
12896,chr19,11280654,11280914
12897,chr19,11285122,11285332
12898,chr19,11289021,11289248
12899,chr19,11303697,11304609
12900,chr19,11307495,11308276
12901,chr19,11312571,11312785
12902,chr19,11319444,11319753
12903,chr19,11353960,11354362
12904,chr19,11372679,11373126
12905,chr19,11404512,11404776
12906,chr19,11450016,11450414
12907,chr19,11456744,11457251
12908,chr19,11466008,11466317
12909,chr19,11471905,11472299
12910,chr19,11473094,11473354
12911,chr19,11485286,11485769
12912,chr19,11491559,11492740
12913,chr19,11493484,11494363
12914,chr19,11517059,11517284
12915,chr19,11529213,11529588
12916,chr19,11529722,11529966
12917,chr19,11531278,11531590
12918,chr19,11533198,11533619
12919,chr19,11545948,11546544
12920,chr19,11560045,11560295
12921,chr19,11565384,11565711
12922,chr19,11590295,11593643
12923,chr19,11594372,11594987
12924,chr19,11616031,11616847
12925,chr19,11639614,11639897
12926,chr19,11660299,11660521
12927,chr19,11669789,11670244
12928,chr19,11689417,11689768
12929,chr19,11708277,11708683
12930,chr19,11750529,11751006
12931,chr19,11773063,11773405
12932,chr19,11785042,11785282
12933,chr19,11805261,11805900
12934,chr19,11849359,11849796
12935,chr19,11877720,11878280
12936,chr19,11909402,11909841
12937,chr19,11925086,11925546
12938,chr19,11959577,11960064
12939,chr19,11998804,11999131
12940,chr19,12035899,12036433
12941,chr19,12076029,12076366
12942,chr19,12098571,12098950
12943,chr19,12146030,12146649
12944,chr19,12163326,12163560
12945,chr19,12175460,12176057
12946,chr19,12203028,12203503
12947,chr19,12228444,12228690
12948,chr19,12250694,12251217
12949,chr19,12266998,12267686
12950,chr19,12273794,12274291
12951,chr19,12305552,12306304
12952,chr19,12371052,12371335
12953,chr19,12376822,12377320
12954,chr19,12405197,12405571
12955,chr19,12444032,12444548
12956,chr19,12476049,12476372
12957,chr19,12511608,12512144
12958,chr19,12551471,12551877
12959,chr19,12595124,12595883
12960,chr19,12606182,12606730
12961,chr19,12624273,12624477
12962,chr19,12661804,12662302
12963,chr19,12666243,12666682
12964,chr19,12707696,12708114
12965,chr19,12721532,12722116
12966,chr19,12750871,12751156
12967,chr19,12753237,12753583
12968,chr19,12758273,12758754
12969,chr19,12758975,12759210
12970,chr19,12767749,12767980
12971,chr19,12777330,12777638
12972,chr19,12779795,12781094
12973,chr19,12792295,12792803
12974,chr19,12807005,12807561
12975,chr19,12831793,12832225
12976,chr19,12833104,12833574
12977,chr19,12834659,12834874
12978,chr19,12844998,12845664
12979,chr19,12848278,12848586
12980,chr19,12865419,12865825
12981,chr19,12868396,12868840
12982,chr19,12876889,12877108
12983,chr19,12880574,12880888
12984,chr19,12885756,12886519
12985,chr19,12889083,12889343
12986,chr19,12893269,12894096
12987,chr19,12900676,12901254
12988,chr19,12902107,12904954
12989,chr19,12911931,12912918
12990,chr19,12914941,12915206
12991,chr19,12917186,12917676
12992,chr19,12936511,12936890
12993,chr19,12939415,12939662
12994,chr19,12943346,12943661
12995,chr19,12944528,12945299
12996,chr19,12949131,12949733
12997,chr19,12952015,12952281
12998,chr19,12958152,12958891
12999,chr19,12969200,12969521
13000,chr19,12978359,12978785
13001,chr19,12984132,12985466
13002,chr19,12991690,12992508
13003,chr19,12996086,12997039
13004,chr19,13002417,13002656
13005,chr19,13029794,13030355
13006,chr19,13044191,13044665
13007,chr19,13049038,13049809
13008,chr19,13056458,13057125
13009,chr19,13067585,13068152
13010,chr19,13106817,13107688
13011,chr19,13112170,13112809
13012,chr19,13113370,13113571
13013,chr19,13120986,13124368
13014,chr19,13124569,13124788
13015,chr19,13124959,13125259
13016,chr19,13135317,13136169
13017,chr19,13198699,13198999
13018,chr19,13207375,13207621
13019,chr19,13208343,13210525
13020,chr19,13213450,13213821
13021,chr19,13215244,13215543
13022,chr19,13226897,13227660
13023,chr19,13228886,13229576
13024,chr19,13248997,13249238
13025,chr19,13260562,13264924
13026,chr19,13266389,13267030
13027,chr19,13273652,13274116
13028,chr19,13318046,13318812
13029,chr19,13319268,13319789
13030,chr19,13346962,13347346
13031,chr19,13365922,13366158
13032,chr19,13397418,13397645
13033,chr19,13409561,13410131
13034,chr19,13616752,13617267
13035,chr19,13813261,13813599
13036,chr19,13858446,13858904
13037,chr19,13869717,13870085
13038,chr19,13873429,13873885
13039,chr19,13875044,13875951
13040,chr19,13885180,13885793
13041,chr19,13905810,13906649
13042,chr19,13915618,13915840
13043,chr19,13919665,13920076
13044,chr19,13941064,13941769
13045,chr19,13944139,13944695
13046,chr19,13953222,13953554
13047,chr19,13975668,13976918
13048,chr19,13983596,13984152
13049,chr19,13984606,13984918
13050,chr19,13988204,13988559
13051,chr19,13991001,13991217
13052,chr19,14016665,14017435
13053,chr19,14043645,14044211
13054,chr19,14062785,14063430
13055,chr19,14066658,14067036
13056,chr19,14072665,14074824
13057,chr19,14089570,14089796
13058,chr19,14116532,14118017
13059,chr19,14142398,14142977
13060,chr19,14168142,14168512
13061,chr19,14181430,14181758
13062,chr19,14182735,14184744
13063,chr19,14185107,14185601
13064,chr19,14185903,14186131
13065,chr19,14191987,14192772
13066,chr19,14196244,14196706
13067,chr19,14228461,14229264
13068,chr19,14246899,14248520
13069,chr19,14261764,14262307
13070,chr19,14273429,14274173
13071,chr19,14316090,14318456
13072,chr19,14320302,14320644
13073,chr19,14359635,14359972
13074,chr19,14376688,14376961
13075,chr19,14444343,14444584
13076,chr19,14516726,14517464
13077,chr19,14529731,14530505
13078,chr19,14542768,14543102
13079,chr19,14543873,14544704
13080,chr19,14551998,14552255
13081,chr19,14582419,14585098
13082,chr19,14591032,14591308
13083,chr19,14606709,14607385
13084,chr19,14628406,14629689
13085,chr19,14639879,14641040
13086,chr19,14676201,14676542
13087,chr19,14682657,14682994
13088,chr19,14800835,14801167
13089,chr19,15090016,15090873
13090,chr19,15121590,15122143
13091,chr19,15132142,15132726
13092,chr19,15217951,15218617
13093,chr19,15224375,15224915
13094,chr19,15235912,15236631
13095,chr19,15252042,15252361
13096,chr19,15281152,15281567
13097,chr19,15284879,15285209
13098,chr19,15288314,15288911
13099,chr19,15292399,15292632
13100,chr19,15299831,15300167
13101,chr19,15306243,15307111
13102,chr19,15310519,15312027
13103,chr19,15334122,15334822
13104,chr19,15342626,15343181
13105,chr19,15344091,15344419
13106,chr19,15348678,15349007
13107,chr19,15349728,15349989
13108,chr19,15442261,15443077
13109,chr19,15479756,15480141
13110,chr19,15483626,15484144
13111,chr19,15489856,15491258
13112,chr19,15512025,15512393
13113,chr19,15529290,15529902
13114,chr19,15535459,15535853
13115,chr19,15538965,15539237
13116,chr19,15542912,15543894
13117,chr19,15550849,15551059
13118,chr19,15563869,15564223
13119,chr19,15568027,15569227
13120,chr19,15580382,15580863
13121,chr19,15582605,15582905
13122,chr19,15619223,15619613
13123,chr19,15662113,15662358
13124,chr19,15695298,15695535
13125,chr19,15833733,15833983
13126,chr19,15838996,15839277
13127,chr19,15871064,15871318
13128,chr19,15918423,15918704
13129,chr19,15947230,15947926
13130,chr19,16013629,16014016
13131,chr19,16022512,16022935
13132,chr19,16178396,16178609
13133,chr19,16186789,16188275
13134,chr19,16222112,16223152
13135,chr19,16296300,16296742
13136,chr19,16308557,16309313
13137,chr19,16394450,16394662
13138,chr19,16435202,16438064
13139,chr19,16466399,16466637
13140,chr19,16528758,16529029
13141,chr19,16582113,16583299
13142,chr19,16606740,16607444
13143,chr19,16629929,16630156
13144,chr19,16635980,16636825
13145,chr19,16641543,16641838
13146,chr19,16643273,16643599
13147,chr19,16652513,16653740
13148,chr19,16682657,16683792
13149,chr19,16738315,16739679
13150,chr19,16770636,16772632
13151,chr19,16918458,16918744
13152,chr19,16986821,16987093
13153,chr19,16989009,16989700
13154,chr19,17000627,17001398
13155,chr19,17007101,17008857
13156,chr19,17186043,17187233
13157,chr19,17212479,17213332
13158,chr19,17283477,17283812
13159,chr19,17303570,17303898
13160,chr19,17316757,17317205
13161,chr19,17322471,17322988
13162,chr19,17326114,17326551
13163,chr19,17336906,17337868
13164,chr19,17346165,17346886
13165,chr19,17355181,17356471
13166,chr19,17356979,17357500
13167,chr19,17392383,17393775
13168,chr19,17403039,17403570
13169,chr19,17404959,17405377
13170,chr19,17412036,17412417
13171,chr19,17413733,17414486
13172,chr19,17416304,17417253
13173,chr19,17420717,17420939
13174,chr19,17438054,17440318
13175,chr19,17443965,17444633
13176,chr19,17445072,17445807
