"id","chr","start","end","strand","breast_normal","breast_cancer","colon_normal","colon_cancer","lung_normal","lung_cancer","pancreas_normal","pancreas_cancer","NET_cancer","thyroid_normal","thyroid_cancer"
283712,chr11,46298408,46298408,*,0.4705,0.4106,0.4252,0.3801,0.5814,0.5386,0.3224,0.5363,0.5264,0.5182,0.4925
283713,chr11,46298891,46298891,*,0.6189,0.5866,0.6101,0.5023,0.5512,0.6493,0.5928,0.6475,0.7649,0.758,0.7654
283714,chr11,46298946,46298946,*,0.2327,0.335,0.3159,0.3313,0.3463,0.4597,0.2743,0.3665,0.193,0.2988,0.2636
283715,chr11,46299066,46299066,*,0.0629,0.0793,0.0747,0.0815,0.0731,0.1089,0.06,0.0854,0.0543,0.0617,0.062
283716,chr11,46299168,46299168,*,0.0841,0.094,0.086,0.0892,0.0803,0.1122,0.0847,0.087,0.0885,0.0836,0.0815
283717,chr11,46299204,46299204,*,0.0385,0.044,0.0375,0.0402,0.0429,0.0825,0.0368,0.0401,0.0393,0.0323,0.0404
283718,chr11,46299268,46299268,*,0.0722,0.0767,0.0744,0.0833,0.0828,0.1205,0.0795,0.0804,0.0835,0.0734,0.0804
283719,chr11,46299550,46299550,*,0.03,0.0283,0.0352,0.0323,0.0386,0.0802,0.0284,0.0288,0.0336,0.0298,0.034
283720,chr11,46299900,46299900,*,0.2105,0.1702,0.1345,0.0875,0.1606,0.1941,0.0844,0.1068,0.1806,0.1035,0.1558
283721,chr11,46300215,46300215,*,0.3565,0.2482,0.1881,0.1597,0.3383,0.2499,0.1791,0.2081,0.4577,0.3539,0.3746
283722,chr11,46301410,46301410,*,0.2933,0.415,0.3949,0.4375,0.4009,0.6042,0.3081,0.4962,0.5413,0.583,0.587
283723,chr11,46303104,46303104,*,0.2206,0.1904,0.1481,0.1443,0.2041,0.1614,0.2226,0.1625,0.1432,0.5181,0.51
283724,chr11,46305726,46305726,*,0.9197,0.9116,0.9177,0.9219,0.9212,0.9077,0.9229,0.9181,0.8913,0.9187,0.9143
283725,chr11,46313051,46313051,*,0.6092,0.6722,0.7177,0.7113,0.6449,0.6708,0.7935,0.6932,0.5937,0.7909,0.7164
283726,chr11,46314809,46314809,*,0.6887,0.6647,0.6755,0.5873,0.6689,0.6574,0.7133,0.6794,0.562,0.7107,0.7199
283727,chr11,46316283,46316283,*,0.7608,0.7627,0.7116,0.78,0.7471,0.6302,0.8526,0.672,0.8292,0.8511,0.8096
283728,chr11,46317036,46317036,*,0.0761,0.2105,0.3132,0.505,0.0905,0.138,0.3026,0.3583,0.0696,0.0625,0.0632
283729,chr11,46317154,46317154,*,0.0278,0.1997,0.316,0.5577,0.0273,0.0895,0.354,0.3731,0.0206,0.0035,0.0032
283730,chr11,46317475,46317475,*,0.087,0.261,0.3655,0.5551,0.205,0.2221,0.3809,0.3654,0.1058,0.0649,0.0637
283731,chr11,46317577,46317577,*,0.0585,0.2031,0.327,0.4887,0.0983,0.1457,0.3374,0.3395,0.0608,0.0481,0.0494
283732,chr11,46317859,46317859,*,0.3651,0.6701,0.677,0.7562,0.5103,0.6114,0.7468,0.5923,0.5734,0.469,0.5199
283733,chr11,46318223,46318223,*,0.4698,0.6963,0.6968,0.7321,0.6255,0.6167,0.7308,0.6702,0.5991,0.5087,0.5243
283734,chr11,46318527,46318527,*,0.2948,0.5218,0.4875,0.4228,0.3199,0.3695,0.3611,0.396,0.6254,0.2969,0.4214
283735,chr11,46321235,46321235,*,0.6007,0.6061,0.6329,0.551,0.6763,0.5742,0.8598,0.6278,0.6559,0.5705,0.5855
283736,chr11,46330260,46330260,*,0.0975,0.1205,0.085,0.1382,0.1308,0.1594,0.2663,0.1377,0.0725,0.1125,0.0819
283737,chr11,46342365,46342365,*,0.5801,0.5789,0.6467,0.5705,0.6504,0.6103,0.6552,0.6466,0.6591,0.6538,0.6368
283738,chr11,46351906,46351906,*,0.7753,0.8105,0.7964,0.7427,0.7181,0.6914,0.7329,0.7194,0.5706,0.7307,0.7205
283739,chr11,46353622,46353622,*,0.8034,0.7975,0.778,0.779,0.8057,0.764,0.7937,0.7964,0.8214,0.8183,0.8264
283740,chr11,46354005,46354005,*,0.4566,0.4602,0.3972,0.4559,0.342,0.3376,0.3192,0.3899,0.3723,0.2727,0.3101
283741,chr11,46354101,46354101,*,0.342,0.3296,0.3133,0.369,0.3559,0.3073,0.3346,0.3762,0.3555,0.3516,0.3959
283742,chr11,46354292,46354292,*,0.0659,0.0641,0.0625,0.1214,0.0736,0.0809,0.067,0.1159,0.0612,0.0641,0.0701
283743,chr11,46354296,46354296,*,0.1119,0.1317,0.106,0.2004,0.1159,0.1339,0.1027,0.2027,0.0865,0.1027,0.1771
283744,chr11,46354562,46354562,*,0.0051,0.0067,0.0133,0.0816,0.0093,0.0173,0.011,0.1019,0.0032,0.0032,0.0034
283745,chr11,46354565,46354565,*,0.0019,0.0066,0.0103,0.0648,0.005,0.012,0.0154,0.079,0.0019,0.0035,0.0044
283746,chr11,46354567,46354567,*,0.0104,0.0271,0.0253,0.0898,0.0182,0.0283,0.0539,0.1236,0.0088,0.0126,0.0125
283747,chr11,46354574,46354574,*,0.0227,0.0382,0.0325,0.1378,0.0258,0.0423,0.1114,0.1498,0.022,0.0197,0.0285
283748,chr11,46354630,46354630,*,0.0179,0.0106,0.0215,0.0827,0.0142,0.0195,0.0191,0.0963,0.0134,0.0146,0.0169
283749,chr11,46354635,46354635,*,0.0087,0.0157,0.0192,0.1058,0.015,0.0263,0.0198,0.1156,0.0211,0.007,0.0128
283750,chr11,46354803,46354803,*,0.0226,0.0304,0.0295,0.0839,0.0275,0.0488,0.043,0.0877,0.0373,0.0261,0.0323
283751,chr11,46354997,46354997,*,0.0924,0.1072,0.0802,0.1226,0.1086,0.0853,0.1917,0.1565,0.0783,0.0863,0.0948
283752,chr11,46355137,46355137,*,0.3797,0.3687,0.2249,0.264,0.3916,0.2688,0.5984,0.3551,0.3136,0.272,0.3607
283753,chr11,46355283,46355283,*,0.6134,0.6184,0.4432,0.5611,0.597,0.4713,0.7951,0.5557,0.4636,0.532,0.5728
283754,chr11,46357562,46357562,*,0.7181,0.8023,0.8219,0.7909,0.836,0.8153,0.8599,0.818,0.8307,0.8433,0.8551
283755,chr11,46360763,46360763,*,0.3274,0.2615,0.4532,0.2618,0.2407,0.3231,0.1913,0.2952,0.1241,0.3939,0.3743
283756,chr11,46364127,46364127,*,0.6113,0.5494,0.3991,0.2991,0.3393,0.4168,0.6324,0.3981,0.5347,0.5174,0.5601
283757,chr11,46365893,46365893,*,0.8489,0.8034,0.8698,0.8005,0.8413,0.8666,0.8727,0.8362,0.7911,0.8865,0.8778
283758,chr11,46366419,46366419,*,0.8059,0.8755,0.8888,0.7851,0.8378,0.7919,0.9081,0.8878,0.895,0.8835,0.857
283759,chr11,46366643,46366643,*,0.6235,0.6949,0.7572,0.5966,0.5783,0.5681,0.8136,0.6969,0.8202,0.7414,0.6089
283760,chr11,46366813,46366813,*,0.4849,0.4742,0.5174,0.4138,0.4029,0.3699,0.6244,0.4716,0.4354,0.439,0.4783
283761,chr11,46366833,46366833,*,0.5416,0.5338,0.6074,0.5702,0.4948,0.4825,0.7071,0.5681,0.6672,0.6488,0.664
283762,chr11,46366840,46366840,*,0.5879,0.5975,0.6677,0.6035,0.52,0.4972,0.7758,0.6283,0.5951,0.6739,0.6835
283763,chr11,46366877,46366877,*,0.5162,0.5393,0.6,0.3709,0.4245,0.3936,0.6616,0.5183,0.6372,0.4622,0.4712
283764,chr11,46366884,46366884,*,0.4752,0.5315,0.5985,0.3776,0.3968,0.3892,0.6803,0.5205,0.6959,0.3963,0.4748
283765,chr11,46367033,46367033,*,0.5658,0.5752,0.6611,0.5777,0.5049,0.4891,0.7733,0.6052,0.7832,0.7013,0.7475
283766,chr11,46367100,46367100,*,0.4952,0.5263,0.5666,0.484,0.4503,0.4391,0.6517,0.5344,0.5465,0.5466,0.621
283767,chr11,46367812,46367812,*,0.4558,0.4819,0.4894,0.4051,0.4219,0.3868,0.6188,0.4243,0.6025,0.5772,0.5892
283768,chr11,46368045,46368045,*,0.577,0.6216,0.6828,0.6713,0.4935,0.4907,0.6311,0.6448,0.5851,0.7704,0.7797
283769,chr11,46368810,46368810,*,0.0407,0.0491,0.0447,0.0469,0.0413,0.0467,0.0466,0.0456,0.0566,0.0628,0.0476
283770,chr11,46369515,46369515,*,0.0535,0.0551,0.0571,0.0576,0.0499,0.0542,0.0546,0.0481,0.0592,0.0546,0.0563
283771,chr11,46369648,46369648,*,0.0487,0.0539,0.0522,0.0526,0.0494,0.0537,0.0527,0.0491,0.0512,0.0577,0.0546
283772,chr11,46369659,46369659,*,0.0392,0.0355,0.0376,0.0339,0.0361,0.0375,0.032,0.0373,0.0478,0.041,0.0384
283773,chr11,46370729,46370729,*,0.305,0.309,0.2241,0.2091,0.3364,0.3303,0.2698,0.3111,0.1974,0.4921,0.5821
283774,chr11,46373641,46373641,*,0.4708,0.532,0.7513,0.7542,0.6387,0.5966,0.4278,0.6157,0.3849,0.6453,0.7095
283775,chr11,46374124,46374124,*,0.5649,0.5973,0.8235,0.8377,0.8293,0.7106,0.3928,0.6969,0.5427,0.7801,0.8216
283776,chr11,46382544,46382544,*,0.6252,0.5127,0.6996,0.6855,0.548,0.4751,0.7612,0.5877,0.5558,0.7553,0.7057
283777,chr11,46382562,46382562,*,0.6331,0.5047,0.6664,0.6618,0.5348,0.4681,0.7892,0.5659,0.7112,0.7247,0.6945
283778,chr11,46382725,46382725,*,0.269,0.32,0.509,0.5751,0.2298,0.2745,0.5627,0.3827,0.1568,0.2171,0.2033
283779,chr11,46383031,46383031,*,0.1978,0.2433,0.4627,0.5036,0.2799,0.3305,0.4824,0.322,0.1345,0.0982,0.128
283780,chr11,46383066,46383066,*,0.1526,0.2119,0.5493,0.6105,0.2405,0.3253,0.5818,0.3602,0.1002,0.08,0.1224
283781,chr11,46383141,46383141,*,0.1618,0.1978,0.4358,0.4882,0.2551,0.3002,0.4481,0.3038,0.0989,0.0683,0.1166
283782,chr11,46383209,46383209,*,0.2496,0.2724,0.5319,0.6221,0.2954,0.3636,0.5526,0.381,0.131,0.0867,0.1142
283783,chr11,46383924,46383924,*,0.6933,0.5744,0.6923,0.6615,0.6276,0.611,0.723,0.6094,0.3983,0.7651,0.7361
283784,chr11,46385365,46385365,*,0.5136,0.4378,0.7828,0.7057,0.6028,0.6065,0.6921,0.5784,0.271,0.7464,0.6908
283785,chr11,46387834,46387834,*,0.6394,0.6863,0.7363,0.7323,0.6763,0.7211,0.6938,0.7058,0.4351,0.7128,0.7422
283786,chr11,46388245,46388245,*,0.9651,0.9572,0.9689,0.9633,0.9696,0.9631,0.9737,0.9727,0.9009,0.9703,0.9697
283787,chr11,46388433,46388433,*,0.9837,0.9795,0.9895,0.9902,0.9884,0.9866,0.9892,0.9874,0.9649,0.9883,0.9886
283788,chr11,46389164,46389164,*,0.3421,0.4277,0.3148,0.3871,0.2998,0.2855,0.3852,0.2464,0.1491,0.3621,0.3943
283789,chr11,46389249,46389249,*,0.2844,0.2444,0.1762,0.1757,0.3027,0.2052,0.195,0.1986,0.1576,0.2922,0.4301
283790,chr11,46389307,46389307,*,0.1701,0.3607,0.0818,0.3794,0.1042,0.1338,0.2602,0.1404,0.0485,0.4013,0.4185
283791,chr11,46389363,46389363,*,0.1587,0.2944,0.1033,0.2654,0.0855,0.1413,0.1401,0.1254,0.0545,0.3412,0.3689
283792,chr11,46389578,46389578,*,0.7293,0.8654,0.8858,0.8974,0.8588,0.8823,0.9078,0.8684,0.8428,0.901,0.9051
283793,chr11,46391053,46391053,*,0.878,0.8945,0.8804,0.843,0.8755,0.8395,0.8969,0.7941,0.558,0.9371,0.9264
283794,chr11,46391669,46391669,*,0.6317,0.6563,0.5336,0.6664,0.5819,0.6379,0.672,0.6112,0.3407,0.4018,0.3955
283795,chr11,46393519,46393519,*,0.9215,0.8968,0.9231,0.935,0.9008,0.9218,0.9437,0.9251,0.9198,0.936,0.9416
283796,chr11,46396095,46396095,*,0.7883,0.856,0.8841,0.8768,0.8641,0.8406,0.8423,0.8363,0.6794,0.8677,0.8757
283797,chr11,46397113,46397113,*,0.9519,0.9143,0.9406,0.9351,0.942,0.933,0.9488,0.9408,0.9417,0.9555,0.955
283798,chr11,46397185,46397185,*,0.8673,0.9028,0.8913,0.8932,0.8992,0.8853,0.8975,0.8834,0.8671,0.9022,0.892
283799,chr11,46397426,46397426,*,0.8533,0.8391,0.853,0.8493,0.8496,0.8456,0.8667,0.8489,0.8199,0.8469,0.8569
283800,chr11,46400378,46400378,*,0.6028,0.6555,0.665,0.6815,0.6504,0.6462,0.7162,0.6364,0.698,0.6373,0.6835
283801,chr11,46401422,46401422,*,0.4388,0.443,0.4607,0.4058,0.4476,0.4631,0.4452,0.4555,0.4712,0.5324,0.6158
283802,chr11,46401447,46401447,*,0.5552,0.5466,0.5863,0.5482,0.582,0.5932,0.5512,0.5959,0.6081,0.6397,0.7036
283803,chr11,46401702,46401702,*,0.6772,0.6071,0.6184,0.6187,0.6735,0.6233,0.704,0.6421,0.6543,0.6994,0.7527
283804,chr11,46402051,46402051,*,0.0831,0.1066,0.0845,0.0845,0.0846,0.0849,0.0854,0.0809,0.0777,0.1256,0.2013
283805,chr11,46402210,46402210,*,0.0565,0.0699,0.055,0.0616,0.059,0.0572,0.0587,0.055,0.0621,0.0669,0.181
283806,chr11,46402506,46402506,*,0.0645,0.0921,0.0659,0.0632,0.0657,0.0682,0.0633,0.0656,0.0836,0.0883,0.1266
283807,chr11,46402535,46402535,*,0.0309,0.0522,0.0373,0.0349,0.0352,0.0364,0.0379,0.0373,0.0432,0.04,0.1181
283808,chr11,46402548,46402548,*,0.0771,0.0973,0.0799,0.0768,0.08,0.0804,0.0853,0.08,0.0783,0.116,0.1458
283809,chr11,46402601,46402601,*,0.3115,0.3216,0.312,0.3198,0.3,0.3022,0.307,0.3046,0.326,0.2948,0.3225
283810,chr11,46402666,46402666,*,0.0078,0.0091,0.0093,0.0089,0.008,0.0094,0.0135,0.007,0.0121,0.0167,0.0367
283811,chr11,46402949,46402949,*,0.0494,0.0513,0.0481,0.0483,0.0466,0.0474,0.0514,0.0482,0.0675,0.0484,0.0517
283812,chr11,46403087,46403087,*,0.0717,0.0756,0.0745,0.0783,0.063,0.0732,0.0599,0.0775,0.1271,0.0574,0.0674
283813,chr11,46403409,46403409,*,0.0601,0.078,0.0662,0.0474,0.0632,0.0656,0.072,0.0559,0.0867,0.0612,0.0591
283814,chr11,46403416,46403416,*,0.0108,0.0136,0.0135,0.0102,0.0119,0.0115,0.0118,0.0093,0.0222,0.0137,0.0141
283815,chr11,46403617,46403617,*,0.107,0.1092,0.1096,0.1035,0.1111,0.1134,0.1102,0.1068,0.1138,0.1145,0.1109
283816,chr11,46403923,46403923,*,0.095,0.0768,0.0869,0.0633,0.0958,0.0928,0.185,0.0959,0.1335,0.0793,0.1436
283817,chr11,46405046,46405046,*,0.7762,0.6852,0.6348,0.4566,0.6985,0.6085,0.6277,0.5994,0.5109,0.7882,0.8033
283818,chr11,46407019,46407019,*,0.7913,0.747,0.7427,0.6666,0.7645,0.7,0.7398,0.7645,0.7388,0.7819,0.7452
283819,chr11,46407116,46407116,*,0.8418,0.8325,0.8309,0.6883,0.8946,0.8287,0.8699,0.8066,0.843,0.8889,0.9029
283820,chr11,46407440,46407440,*,0.8347,0.8135,0.8275,0.8335,0.8432,0.8168,0.8421,0.8338,0.853,0.8348,0.8314
283821,chr11,46407677,46407677,*,0.9276,0.9132,0.9181,0.9162,0.9202,0.9135,0.903,0.9105,0.9186,0.9183,0.913
283822,chr11,46408262,46408262,*,0.9125,0.8939,0.9062,0.8884,0.9201,0.9199,0.9028,0.907,0.8763,0.927,0.9228
283823,chr11,46408270,46408270,*,0.9098,0.8998,0.8934,0.889,0.915,0.8914,0.883,0.8811,0.7987,0.9148,0.8889
283824,chr11,46408399,46408399,*,0.5055,0.4951,0.4526,0.3374,0.5245,0.3763,0.5226,0.4126,0.5519,0.5833,0.5273
283825,chr11,46408584,46408584,*,0.8294,0.7973,0.8355,0.8072,0.8387,0.7838,0.8429,0.7895,0.7496,0.8459,0.8338
283826,chr11,46409428,46409428,*,0.4023,0.3738,0.2907,0.2865,0.297,0.2863,0.4441,0.3748,0.6228,0.3385,0.4329
283827,chr11,46409501,46409501,*,0.4995,0.5183,0.2408,0.2397,0.222,0.2784,0.727,0.3562,0.6818,0.3501,0.5695
283828,chr11,46410121,46410121,*,0.4152,0.411,0.2685,0.2488,0.2654,0.2854,0.2482,0.3795,0.5027,0.2643,0.3661
283829,chr11,46410953,46410953,*,0.0541,0.0521,0.0513,0.0437,0.0492,0.0517,0.0465,0.0545,0.0508,0.0545,0.049
283830,chr11,46411908,46411908,*,0.1561,0.1475,0.1614,0.1234,0.1754,0.1755,0.1665,0.1908,0.5182,0.1905,0.154
283831,chr11,46412175,46412175,*,0.1946,0.2203,0.1495,0.1579,0.1817,0.1675,0.2545,0.1971,0.5406,0.1421,0.1658
283832,chr11,46412424,46412424,*,0.2524,0.2538,0.2434,0.2084,0.2626,0.2482,0.2741,0.2681,0.4087,0.2379,0.242
283833,chr11,46413072,46413072,*,0.0492,0.0764,0.0652,0.1053,0.0526,0.073,0.0491,0.1099,0.0534,0.0512,0.0573
283834,chr11,46413816,46413816,*,0.0084,0.0086,0.0176,0.0125,0.0095,0.0112,0.0108,0.0157,0.0197,0.0095,0.0077
283835,chr11,46414401,46414401,*,0.0391,0.0388,0.045,0.0375,0.0412,0.0458,0.0414,0.0693,0.05,0.0448,0.0446
283836,chr11,46414452,46414452,*,0.0315,0.0435,0.0412,0.0335,0.0353,0.0353,0.0321,0.0861,0.0649,0.0335,0.0363
283837,chr11,46414469,46414469,*,0.0443,0.0614,0.0604,0.0706,0.0457,0.0477,0.0489,0.0748,0.0679,0.043,0.0428
283838,chr11,46414626,46414626,*,0.0111,0.1348,0.0584,0.2902,0.0093,0.0188,0.0129,0.1009,0.0192,0.005,0.0084
283839,chr11,46415316,46415316,*,0.5501,0.5248,0.3605,0.3625,0.4926,0.3932,0.5119,0.4466,0.655,0.6621,0.6503
283840,chr11,46418140,46418140,*,0.747,0.7501,0.7403,0.7696,0.7718,0.7045,0.8057,0.7203,0.6008,0.8051,0.8243
283841,chr11,46426289,46426289,*,0.6984,0.8476,0.8848,0.8859,0.7897,0.8484,0.8942,0.8516,0.8819,0.8712,0.8968
283842,chr11,46439420,46439420,*,0.8031,0.7718,0.8186,0.8035,0.7944,0.8062,0.8207,0.8179,0.5694,0.7852,0.8034
283843,chr11,46448921,46448921,*,0.8262,0.8288,0.8392,0.7561,0.7118,0.806,0.5804,0.752,0.5013,0.7967,0.833
283844,chr11,46450256,46450256,*,0.8161,0.8047,0.7964,0.7503,0.8207,0.771,0.7992,0.81,0.7009,0.8072,0.8025
283845,chr11,46450417,46450417,*,0.7587,0.7235,0.7426,0.6989,0.7716,0.7518,0.7485,0.7519,0.7099,0.7689,0.7561
283846,chr11,46457992,46457992,*,0.7477,0.7764,0.7323,0.6642,0.7681,0.827,0.7512,0.7347,0.4469,0.6343,0.7642
283847,chr11,46467232,46467232,*,0.8154,0.8298,0.8611,0.8308,0.7974,0.8793,0.86,0.8534,0.7474,0.8943,0.8398
283848,chr11,46478214,46478214,*,0.8499,0.8348,0.8991,0.8476,0.875,0.8603,0.9089,0.8814,0.8851,0.8975,0.8861
283849,chr11,46486318,46486318,*,0.8859,0.8534,0.6431,0.6001,0.8593,0.8392,0.8536,0.8379,0.8531,0.8836,0.8871
283850,chr11,46513635,46513635,*,0.5831,0.6894,0.4421,0.505,0.4782,0.6308,0.7386,0.6341,0.3028,0.746,0.6617
283851,chr11,46526683,46526683,*,0.8916,0.8339,0.9,0.8595,0.8868,0.8543,0.8833,0.8964,0.893,0.926,0.9033
283852,chr11,46533685,46533685,*,0.5896,0.5819,0.5908,0.557,0.6354,0.5797,0.5852,0.6406,0.5277,0.6648,0.5953
283853,chr11,46534980,46534980,*,0.9181,0.8474,0.8962,0.9058,0.9286,0.9413,0.9182,0.8931,0.6857,0.9288,0.9146
283854,chr11,46543695,46543695,*,0.771,0.7115,0.7808,0.7277,0.721,0.7299,0.8211,0.7022,0.5141,0.8421,0.8055
283855,chr11,46551005,46551005,*,0.1497,0.141,0.0999,0.1364,0.108,0.1336,0.172,0.1284,0.1159,0.2022,0.2276
283856,chr11,46558181,46558181,*,0.7948,0.7917,0.8279,0.82,0.8083,0.832,0.8167,0.812,0.774,0.8278,0.7811
283857,chr11,46564392,46564392,*,0.8805,0.8789,0.8882,0.8871,0.8903,0.8934,0.8898,0.8931,0.8346,0.8944,0.8901
283858,chr11,46564463,46564463,*,0.8255,0.8356,0.8671,0.8778,0.8614,0.8307,0.8196,0.8652,0.7364,0.8808,0.8566
283859,chr11,46564493,46564493,*,0.8679,0.892,0.8983,0.8701,0.9074,0.8785,0.9117,0.8916,0.7898,0.9162,0.8974
283860,chr11,46575582,46575582,*,0.1171,0.135,0.2503,0.1024,0.1535,0.2321,0.076,0.2158,0.0682,0.5062,0.436
283861,chr11,46576948,46576948,*,0.5578,0.6518,0.4276,0.3418,0.6778,0.5337,0.8521,0.5497,0.8163,0.8267,0.8051
283862,chr11,46582058,46582058,*,0.0769,0.1157,0.0657,0.0851,0.0733,0.1434,0.0715,0.0666,0.0558,0.6327,0.4249
283863,chr11,46612744,46612744,*,0.4962,0.8107,0.7745,0.867,0.6279,0.753,0.4415,0.7211,0.7479,0.7973,0.7659
283864,chr11,46612932,46612932,*,0.0591,0.1981,0.1087,0.1332,0.0506,0.1343,0.0504,0.1154,0.1194,0.063,0.0796
283865,chr11,46613132,46613132,*,0.849,0.8642,0.835,0.7712,0.8604,0.8153,0.8742,0.8529,0.8538,0.8653,0.8259
283866,chr11,46613652,46613652,*,0.7558,0.7797,0.7993,0.7536,0.7847,0.7879,0.8089,0.7925,0.7613,0.7946,0.7891
283867,chr11,46613712,46613712,*,0.8599,0.8587,0.8711,0.808,0.8822,0.8208,0.865,0.8599,0.8086,0.8881,0.8726
283868,chr11,46615333,46615333,*,0.0661,0.0674,0.0644,0.0665,0.066,0.0667,0.0632,0.0687,0.0631,0.0662,0.0697
283869,chr11,46615413,46615413,*,0.0478,0.0512,0.0481,0.0457,0.0456,0.048,0.0524,0.0479,0.0499,0.053,0.051
283870,chr11,46615546,46615546,*,0.0207,0.024,0.0183,0.014,0.0193,0.0117,0.014,0.0207,0.0066,0.0093,0.0143
283871,chr11,46615693,46615693,*,0.0461,0.0481,0.0385,0.0464,0.0322,0.0524,0.0393,0.045,0.038,0.0331,0.0429
283872,chr11,46619375,46619375,*,0.8495,0.8348,0.7722,0.5499,0.8206,0.7255,0.8669,0.7125,0.6224,0.8897,0.8428
283873,chr11,46624867,46624867,*,0.9084,0.8402,0.8718,0.8958,0.8944,0.8657,0.9102,0.8759,0.9096,0.9286,0.8898
283874,chr11,46635510,46635510,*,0.9068,0.8816,0.9027,0.9068,0.9218,0.8902,0.9095,0.9095,0.8993,0.8399,0.827
283875,chr11,46637717,46637717,*,0.8248,0.8368,0.8792,0.8432,0.8605,0.8447,0.8501,0.8717,0.881,0.8781,0.8715
283876,chr11,46638289,46638289,*,0.0857,0.0818,0.1107,0.0872,0.0763,0.0661,0.0904,0.128,0.1192,0.2261,0.1287
283877,chr11,46638551,46638551,*,0.0321,0.0392,0.0377,0.0281,0.0336,0.0365,0.0282,0.0336,0.0344,0.0353,0.0395
283878,chr11,46638638,46638638,*,0.0491,0.0567,0.0531,0.0507,0.051,0.0506,0.0513,0.0491,0.0546,0.0611,0.0513
283879,chr11,46638641,46638641,*,0.1003,0.1016,0.1004,0.091,0.1,0.0945,0.0966,0.0993,0.1043,0.1022,0.0961
283880,chr11,46638664,46638664,*,0.063,0.0674,0.0631,0.0647,0.0625,0.0642,0.0703,0.0575,0.0778,0.0705,0.0674
283881,chr11,46638681,46638681,*,0.0447,0.0556,0.0484,0.0441,0.0446,0.0422,0.0476,0.0464,0.0413,0.0452,0.0436
283882,chr11,46638814,46638814,*,0.0212,0.0304,0.024,0.038,0.0218,0.0217,0.0184,0.0235,0.0155,0.0175,0.0231
283883,chr11,46638831,46638831,*,0.0528,0.0706,0.0529,0.0593,0.051,0.0583,0.0518,0.0489,0.0473,0.0434,0.061
283884,chr11,46638837,46638837,*,0.0183,0.0189,0.0148,0.0212,0.0104,0.0166,0.0102,0.0124,0.0118,0.0093,0.0231
283885,chr11,46638919,46638919,*,0.0451,0.0583,0.0492,0.0432,0.0439,0.0568,0.0453,0.0451,0.0466,0.0516,0.0457
283886,chr11,46638969,46638969,*,0.0506,0.0536,0.0516,0.0469,0.0462,0.0506,0.0466,0.0455,0.0507,0.0493,0.0508
283887,chr11,46639029,46639029,*,0.0388,0.0453,0.037,0.036,0.0373,0.0383,0.0456,0.0399,0.0416,0.0399,0.0399
283888,chr11,46639039,46639039,*,0.0418,0.0448,0.0387,0.0406,0.0384,0.0414,0.0365,0.043,0.037,0.0427,0.0415
283889,chr11,46639265,46639265,*,0.0375,0.0396,0.0379,0.0329,0.0374,0.0364,0.0394,0.0344,0.0377,0.0375,0.0365
283890,chr11,46639454,46639454,*,0.0262,0.029,0.0283,0.0288,0.0262,0.0233,0.0256,0.0265,0.0259,0.0254,0.0265
283891,chr11,46643408,46643408,*,0.7162,0.7476,0.6613,0.6073,0.8191,0.7973,0.615,0.7407,0.5778,0.8308,0.7865
283892,chr11,46653059,46653059,*,0.9074,0.8883,0.9335,0.9101,0.9328,0.9501,0.9346,0.9205,0.959,0.9474,0.9286
283893,chr11,46671034,46671034,*,0.548,0.6428,0.7658,0.8159,0.7261,0.7258,0.6724,0.6226,0.6524,0.7925,0.6772
283894,chr11,46673871,46673871,*,0.1471,0.2121,0.1423,0.1758,0.1259,0.1395,0.1611,0.1451,0.1092,0.1354,0.1581
283895,chr11,46679301,46679301,*,0.7007,0.791,0.8051,0.81,0.7886,0.7687,0.7709,0.7432,0.6067,0.8214,0.8126
283896,chr11,46685021,46685021,*,0.6712,0.7495,0.7752,0.7897,0.7465,0.8005,0.7855,0.7697,0.6407,0.8186,0.7674
283897,chr11,46696158,46696158,*,0.5845,0.5604,0.3317,0.4484,0.4529,0.3802,0.6582,0.5395,0.5326,0.2834,0.3652
283898,chr11,46697382,46697382,*,0.5252,0.477,0.4748,0.5099,0.6673,0.6097,0.5126,0.5805,0.6407,0.6245,0.72
283899,chr11,46700234,46700234,*,0.7509,0.7873,0.8278,0.7841,0.8579,0.8196,0.6984,0.8108,0.7722,0.85,0.8542
283900,chr11,46702401,46702401,*,0.9126,0.9241,0.9324,0.9291,0.9268,0.9238,0.9345,0.9089,0.8855,0.9325,0.9179
283901,chr11,46702510,46702510,*,0.9768,0.9775,0.9736,0.9723,0.9744,0.9819,0.9792,0.9793,0.8831,0.9797,0.9739
283902,chr11,46702601,46702601,*,0.7561,0.8028,0.8276,0.8356,0.8018,0.8048,0.8148,0.8149,0.8251,0.7858,0.7943
283903,chr11,46709238,46709238,*,0.3827,0.4384,0.5881,0.5792,0.5798,0.543,0.6328,0.5074,0.623,0.6806,0.6992
283904,chr11,46718049,46718049,*,0.6924,0.8011,0.8734,0.8861,0.8781,0.8892,0.8732,0.8687,0.4641,0.8994,0.8887
283905,chr11,46720913,46720913,*,0.8288,0.8503,0.92,0.9069,0.9106,0.8902,0.9111,0.8926,0.7899,0.9114,0.8924
283906,chr11,46721921,46721921,*,0.0296,0.0348,0.0337,0.031,0.0284,0.0269,0.0344,0.0321,0.0338,0.0361,0.0296
283907,chr11,46722084,46722084,*,0.0701,0.0914,0.0513,0.1136,0.0347,0.0442,0.039,0.0841,0.1256,0.0344,0.0611
